date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:17:06	1375576/1375576	---M--	200	added ('OK')	image/png	etag:%22b3556c68e8854c7949bee887eb46d8dc%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a44210f8cc9148791be193_Year-end-blog-cover.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a44210f8cc9148791be193_Year-end-blog-cover.png	(from https://www.kula.ai/blog)
19:17:08	26199/26199	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:05%20GMT	https://www.kula.ai/blog/employee-referral-system	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/employee-referral-system.html	(from https://www.kula.ai/blog)
19:17:09	21904/21904	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:08%20GMT	https://www.kula.ai/blog/saastr	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/saastr.html	(from https://www.kula.ai/blog)
19:17:10	24227/24227	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:09%20GMT	https://www.kula.ai/blog/attracting-passive-candidates	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/attracting-passive-candidates.html	(from https://www.kula.ai/blog)
19:17:13	1811893/1811893	---M--	200	added ('OK')	image/png	etag:%229fd25d55467daa01aa7854935bc4f687%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/638783e8051107718a9f1e58_image-20221129-150953.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/638783e8051107718a9f1e58_image-20221129-150953.png	(from https://www.kula.ai/blog)
19:17:15	22471/22471	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:13%20GMT	https://www.kula.ai/blog/kula-year-one	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/kula-year-one.html	(from https://www.kula.ai/blog)
19:17:15	2044489/2044489	---M--	200	added ('OK')	image/png	etag:%222a69a816d5fcef1c01e5d9e3077725c1%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/635fa750c8f1b2b6f0b802c9_Blog-image%20(2).png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/635fa750c8f1b2b6f0b802c9_Blog-image%20(2).png	(from https://www.kula.ai/blog)
19:17:15	2356724/2356724	---M--	200	added ('OK')	image/png	etag:%229a0a00302fa85bceaa0361fd5eb3b86f%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a42b0004383d5cd7999723_referral%20image.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a42b0004383d5cd7999723_referral%20image.png	(from https://www.kula.ai/blog)
19:17:15	733689/733689	---M--	200	added ('OK')	image/png	etag:%2234af1a228a0cbf24d5916aa45918b605%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/6343d93dea3cf74a3b2f4089_Frame%205.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/6343d93dea3cf74a3b2f4089_Frame%205.png	(from https://www.kula.ai/blog)
19:17:16	1593461/1593461	---M--	200	added ('OK')	image/png	etag:%22c86f6bf1ccdb141141d26cde06b73273%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/635d61d27b758d190cc62002_Blog-image%20(1).png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/635d61d27b758d190cc62002_Blog-image%20(1).png	(from https://www.kula.ai/blog)
19:17:17	22003/22003	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:16%20GMT	https://www.kula.ai/blog/soc-2-compliance	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/soc-2-compliance.html	(from https://www.kula.ai/blog)
19:17:18	21829/21829	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:17%20GMT	https://www.kula.ai/blog/first-day-at-kula	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/first-day-at-kula.html	(from https://www.kula.ai/blog)
19:17:20	1910988/1910988	---M--	200	added ('OK')	image/png	etag:%224decd55c36bd3a6f325b65b8e2a5b748%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630efbddc8d2fb39fb3aa2ee_team-3.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630efbddc8d2fb39fb3aa2ee_team-3.png	(from https://www.kula.ai/blog)
19:17:20	21179/21179	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:19%20GMT	https://www.kula.ai/blog/idea-to-life	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/idea-to-life.html	(from https://www.kula.ai/blog)
19:17:21	28371/28371	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:20%20GMT	https://www.kula.ai/blog/startup-hiring	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/startup-hiring.html	(from https://www.kula.ai/blog)
19:17:27	1815887/1815887	---M--	200	added ('OK')	image/png	etag:%225f7a77241b4cddb1b334a5dcedaac2a6%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630c9463672d01ce8a5dfc46_21%20(1).png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630c9463672d01ce8a5dfc46_21%20(1).png	(from https://www.kula.ai/blog)
19:17:27	1651936/1651936	---M--	200	added ('OK')	image/png	etag:%22a5abdc506b9a494a0effc43273e000c4%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630c93aa463af516fb86e514_indeatolife.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630c93aa463af516fb86e514_indeatolife.png	(from https://www.kula.ai/blog)
19:17:27	3422052/3422052	---M--	200	added ('OK')	image/png	etag:%224450397aac5172b1b439b4f128f56f05%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630ee3c7edd15c2640efbf29_file%20cover%20-%2017.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630ee3c7edd15c2640efbf29_file%20cover%20-%2017.png	(from https://www.kula.ai/blog)
19:17:27	26096/26096	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:26%20GMT	https://www.kula.ai/blog/candidate-sourcing-tips	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/candidate-sourcing-tips.html	(from https://www.kula.ai/blog)
19:17:27	2157304/2157304	---M--	200	added ('OK')	image/png	etag:%22b37f2e995c7b7f643112b71ba3518bc2%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dcbd5de535e61f8d9acf9_startup%20hiring%20.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dcbd5de535e61f8d9acf9_startup%20hiring%20.png	(from https://www.kula.ai/blog)
19:17:29	22092/22092	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:28%20GMT	https://www.kula.ai/blog/chroniclehq-kula-story	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/chroniclehq-kula-story.html	(from https://www.kula.ai/blog)
19:17:29	644794/644794	---M--	200	added ('OK')	image/png	etag:%22c9c6bf266a217da62d028e3d5defac88%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dcbc868a00e3c2f7671fa_dean%20blog.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dcbc868a00e3c2f7671fa_dean%20blog.png	(from https://www.kula.ai/blog)
19:17:30	23770/23770	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:29%20GMT	https://www.kula.ai/blog/co-founding-kula	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/co-founding-kula.html	(from https://www.kula.ai/blog)
19:17:30	368926/368926	---M--	200	added ('OK')	image/png	etag:%22aa698e086443de2eb56885a926e29113%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630ef28b11317d1400040b6b_Chronicle-blog.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630ef28b11317d1400040b6b_Chronicle-blog.png	(from https://www.kula.ai/blog)
19:17:31	26719/26719	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:30%20GMT	https://www.kula.ai/blog/what-is-a-talent-crm-a-recruiters-guide	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/what-is-a-talent-crm-a-recruiters-guide.html	(from https://www.kula.ai/blog)
19:17:32	2000728/2000728	---M--	200	added ('OK')	image/png	etag:%220aeff7a3e0e0a081e747513acf50f56e%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dcb4c1c19f0628c8221ce_sath-cofound.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dcb4c1c19f0628c8221ce_sath-cofound.png	(from https://www.kula.ai/blog)
19:17:33	23619/23619	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:32%20GMT	https://www.kula.ai/blog/building-talent-pools-the-what-why-how-and-hacks	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/building-talent-pools-the-what-why-how-and-hacks.html	(from https://www.kula.ai/blog)
19:17:34	2026220/2026220	---M--	200	added ('OK')	image/png	etag:%22a82eb3d8ba4e586d59011ca2fdb45288%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dca6494e7b4fb9183046e_what%20is%20talent%20crm.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dca6494e7b4fb9183046e_what%20is%20talent%20crm.png	(from https://www.kula.ai/blog)
19:17:34	799375/799375	---M--	200	added ('OK')	image/png	etag:%226ce0e05f8fbf50ac5fcb5f9594cc199a%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630c7897ded601a2c18bdbf4_fund.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630c7897ded601a2c18bdbf4_fund.png	(from https://www.kula.ai/blog)
19:17:35	24862/24862	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:34%20GMT	https://www.kula.ai/blog/recruitment-automation	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/recruitment-automation.html	(from https://www.kula.ai/blog)
19:17:35	481624/481624	---M--	200	added ('OK')	image/png	etag:%2248bcea1ccea6bb17766fc3b24944d69e%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dca3e22283f1067ca5870_talent%20pools.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630dca3e22283f1067ca5870_talent%20pools.png	(from https://www.kula.ai/blog)
19:17:36	21156/21156	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:35%20GMT	https://www.kula.ai/blog/suman-culture-kula	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/suman-culture-kula.html	(from https://www.kula.ai/blog)
19:17:37	944775/944775	---M--	200	added ('OK')	image/png	etag:%22ec465f77bfda6d52a2d500dfa2442717%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630d98be7d3a6780a81477dc_exploring%20and%20defining.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630d98be7d3a6780a81477dc_exploring%20and%20defining.png	(from https://www.kula.ai/blog)
19:17:37	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:47:36%20GMT	https://www.kula.ai/blog/talent-operations	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/talent-operations	(from https://www.kula.ai/blog)
19:17:38	808313/808313	---M--	200	added ('OK')	image/png	etag:%22b6619e5c29ee1e710115664f1c386762%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/6343d9c75c67f85d3b7b15c5_Frame%206.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/6343d9c75c67f85d3b7b15c5_Frame%206.png	(from https://www.kula.ai/blog)
19:17:39	1548208/1548208	---M--	200	added ('OK')	image/png	etag:%227a9b59bb35af457fcfea3d59f1245090%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630d98730c22d95e253fd631_rise%20of%20talent%20ops.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630d98730c22d95e253fd631_rise%20of%20talent%20ops.png	(from https://www.kula.ai/blog)
19:17:41	250696/250696	---M--	200	added ('OK')	image/png	etag:%226098400a1d19516131d072314bfd70e2%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/6343dc592bdcd224213071a9_tc.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/6343dc592bdcd224213071a9_tc.png	(from https://www.kula.ai/blog)
19:17:41	2011553/2011553	---M--	200	added ('OK')	image/png	etag:%22f57f27f77141b8ea0e17c197249691fe%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f9cb83943e1b3e7b10cc90_Frame%2048.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f9cb83943e1b3e7b10cc90_Frame%2048.png	(from https://www.kula.ai/blog)
19:17:46	676714/676714	---M--	200	added ('OK')	image/png	etag:%22fe1e780f505bff04a11b27f06defb363%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f9cb7195dcdd63bc412fa7_Frame%2047.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f9cb7195dcdd63bc412fa7_Frame%2047.png	(from https://www.kula.ai/blog)
19:17:49	2841237/2841237	---M--	200	added ('OK')	image/png	etag:%229543f8a6f75760b99ec19c4474a5f819%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f6242a509cff0987e43409_Y-s.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f6242a509cff0987e43409_Y-s.png	(from https://www.kula.ai/blog)
19:18:05	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:47:42%20GMT	https://www.kula.ai/resources/outbound-recruiting-playbook	C:/Users/User/Desktop/kula.ai/www.kula.ai/resources/outbound-recruiting-playbook	(from https://www.kula.ai/)
19:18:09	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:47:46%20GMT	https://www.kula.ai/book-demo	C:/Users/User/Desktop/kula.ai/www.kula.ai/book-demo	(from https://www.kula.ai/)
19:18:09	3414812/3414812	---M--	200	added ('OK')	image/png	etag:%2259a4ac5b035256f2f470ca4adf4901e8%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/6350de1d0d6feb7631ad484c_Book%20Cover.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/6350de1d0d6feb7631ad484c_Book%20Cover.png	(from https://www.kula.ai/blog)
19:18:11	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:47:49%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/6341303c29c5340961dc9ae6_Mco-1-poster-00001.jpg%22	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/6341303c29c5340961dc9ae6_Mco-1-poster-00001.jpg_	(from https://www.kula.ai/)
19:18:27	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:05%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/63413ff244f1dc616b7148a0_Mco-poster-00001.jpg%22	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/63413ff244f1dc616b7148a0_Mco-poster-00001.html	(from https://www.kula.ai/)
19:18:31	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:09%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/634522ad8a89ddfab738c792_circle-screen-poster-00001.jpg%22	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/634522ad8a89ddfab738c792_circle-screen-poster-00001.html	(from https://www.kula.ai/)
19:18:31	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:09%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/63455a67996ba248148c4e31_add-options%20(3	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/63455a67996ba248148c4e31_add-options%20(3	(from https://www.kula.ai/)
19:18:31	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:11%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/634559d23a74fd058882bc4c_New-file%20(3	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/634559d23a74fd058882bc4c_New-file%20(3	(from https://www.kula.ai/)
19:18:31	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Sat,%2021%20Jan%202023%2013:48:27%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/63455a2d7f2bcd7b198691ad_New-file-[copy]-[copy]%20(2	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/63455a2d7f2bcd7b198691ad_New-file-[copy]-[copy]%20(2	(from https://www.kula.ai/)
19:18:32	1421735/1421735	---M--	200	added ('OK')	image/jpeg	etag:%2243fd4c86b2cadd17c0142a9768bbc59e%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630e188fc18b811d3bf9fd02_IMG_0767.jpg	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630e188fc18b811d3bf9fd02_IMG_0767.jpg	(from https://www.kula.ai/careers)
19:18:37	860206/860206	---M--	200	added ('OK')	image/jpeg	etag:%22a6af029441281c5b527ee5e6a6a606fe%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630d8b187d3a674dea1387a1_IMG_0755.jpg	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630d8b187d3a674dea1387a1_IMG_0755.jpg	(from https://www.kula.ai/careers)
19:18:39	2960384/2960384	---M--	200	added ('OK')	image/jpeg	etag:%222f6aa7cc968a078868b7d900881c2923%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630e192ca7ad3fa9e7c6aa70_IMG_7943.jpg	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630e192ca7ad3fa9e7c6aa70_IMG_7943.jpg	(from https://www.kula.ai/careers)
19:18:50	1451130/1451130	---M--	200	added ('OK')	image/jpeg	etag:%2247c5819391b9896fc40602bb978c7cb6%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630d8b1dc5f010427265bca3_IMG_0759%20(1).jpg	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630d8b1dc5f010427265bca3_IMG_0759%20(1).jpg	(from https://www.kula.ai/careers)
19:18:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:34%20GMT	https://www.kula.ai/terms-of-use	C:/Users/User/Desktop/kula.ai/www.kula.ai/terms-of-use	(from https://www.kula.ai/)
19:18:59	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:37%20GMT	https://www.kula.ai/cookie-policy	C:/Users/User/Desktop/kula.ai/www.kula.ai/cookie-policy	(from https://www.kula.ai/)
19:19:01	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:39%20GMT	https://www.kula.ai/href	C:/Users/User/Desktop/kula.ai/www.kula.ai/href	(from https://www.kula.ai/)
19:19:12	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:50%20GMT	https://www.kula.ai/blog/kula-pre-seed-funding	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/kula-pre-seed-funding	(from https://www.kula.ai/blog/seed-funding)
19:19:19	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:56%20GMT	https://www.kula.ai/blog/href	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/href	(from https://www.kula.ai/blog/seed-funding)
19:19:19	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:48:59%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/6341392d3ef0a554df36f2f4_blueprints-poster-00001.jpg%22	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/6341392d3ef0a554df36f2f4_blueprints-poster-00001.jpg_	(from https://www.kula.ai/kula-outreach)
19:19:19	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:49:01%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/63413d47da79c94bf6afc7af_Reports=putreach-poster-00001.jpg%22	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/63413d47da79c94bf6afc7af_Reports=putreach-poster-00001.html	(from https://www.kula.ai/kula-outreach)
19:19:19	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:49:12%20GMT	https://www.kula.ai/circles	C:/Users/User/Desktop/kula.ai/www.kula.ai/circles.html	(from https://www.kula.ai/)
19:19:20	133138/133138	---M--	200	added ('OK')	image/png	etag:%22372d926ce605cded64201d58f1221f99%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a43e726ccbdb0c82487847_3dcaede1-e94a-4e57-eced-5117d0ee9dc2.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a43e726ccbdb0c82487847_3dcaede1-e94a-4e57-eced-5117d0ee9dc2.png	(from https://www.kula.ai/blog/2022-the-year-of-debut-and-smash-hits)
19:19:21	123403/123403	---M--	200	added ('OK')	image/jpeg	etag:%22189a4a786d061d351c925df2ab42dd2e%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a43e43c756002ce06ff229_1e9c3f01-22f0-4cdb-8667-ddd916619259.jpeg	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a43e43c756002ce06ff229_1e9c3f01-22f0-4cdb-8667-ddd916619259.jpg	(from https://www.kula.ai/blog/2022-the-year-of-debut-and-smash-hits)
19:19:22	203198/203198	---M--	200	added ('OK')	image/jpeg	etag:%22f6988b7fecd102fba4d10a01204e4b98%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a43ebe5b9cd710293dbfc6_3aa26db4-8625-8155-3da5-79a2f2dd3648.jpeg	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a43ebe5b9cd710293dbfc6_3aa26db4-8625-8155-3da5-79a2f2dd3648.jpg	(from https://www.kula.ai/blog/2022-the-year-of-debut-and-smash-hits)
19:19:25	877182/877182	---M--	200	added ('OK')	image/png	etag:%223ea3c60e452ab46d79146d87f296fc58%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/6384c6e3d4aa2dae1b6105e7_Screenshot%202022-11-28%20at%207.47.03%20PM.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/6384c6e3d4aa2dae1b6105e7_Screenshot%202022-11-28%20at%207.47.03%20PM.png	(from https://www.kula.ai/blog/make-candidates-respond-to-your-outbound-recruiting-emails-in-2023)
19:19:25	486562/486562	---M--	200	added ('OK')	image/png	etag:%22c7fe6d292bd340c384bce9244147f659%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/6384c6d84b9f1e4f31551212_Screenshot%202022-11-28%20at%205.12.36%20PM.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/6384c6d84b9f1e4f31551212_Screenshot%202022-11-28%20at%205.12.36%20PM.png	(from https://www.kula.ai/blog/make-candidates-respond-to-your-outbound-recruiting-emails-in-2023)
19:19:26	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:49:25%20GMT	https://www.kula.ai/resources/outbound-recruiting-playbook?utm_source=blog&utm_medium=inline-cta	C:/Users/User/Desktop/kula.ai/www.kula.ai/resources/outbound-recruiting-playbook.7bdcde.delayed	(from https://www.kula.ai/blog/make-candidates-respond-to-your-outbound-recruiting-emails-in-2023)
19:19:26	2853178/2853178	---M--	200	added ('OK')	image/gif	etag:%22e4c22cbd3d915174978070c064bbaa73%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a440a9a711d831a5bbfdcf_1665657589719.gif	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a440a9a711d831a5bbfdcf_1665657589719.gif	(from https://www.kula.ai/blog/2022-the-year-of-debut-and-smash-hits)
19:19:27	2761189/2761189	---M--	200	added ('OK')	image/png	etag:%2272d2e914ffad782e7496ba89b4a945e2%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a44169d004d00b8572a0a9_6GFIpyDFk4U_SNWWnF1aJX34HIhHUoJLW7gqDNKoDH8-PBzNH3J1DJ4KCxV3uwOjuN8k_txHYXu7syjwNGJUz5QN2L-EFoyZXMB-uuYCg9AW-l7ohb1ziAN2t_MEjT3I8aD337vumzu_U1GdCm1WCEpsDKSn26fBgi-avJNNiPw95GOft7mbGlaPIuzWYg.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63a44169d004d00b8572a0a9_6GFIpyDFk4U_SNWWnF1aJX34HIhHUoJLW7gqDNKoDH8-PBzNH3J1DJ4KCxV3uwOjuN8k_txHYXu7syjwNGJUz5QN2L-EFoyZXMB-uuYCg9AW-l7ohb1ziAN2t_MEjT3I8	(from https://www.kula.ai/blog/2022-the-year-of-debut-and-smash-hits)
